ID,NegaraID,Negara,KomoditiID,NamaKomoditi,Tahun,Volume,Nilai
365,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2008,0,0
366,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2008,0,0
367,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2008,0,0
368,34,India,6,tepung ikan yang tidak baik dimakan manusia,2008,0,0
369,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2008,0,0
370,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2008,11189.207,7003.054
371,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2008,49118.758,32714
372,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2008,97.54,102.905
373,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2008,317.4,330
374,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2008,7409.134,4132.854
375,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2009,0.001,0.004
376,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2009,0.155,3.221
377,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2009,0.085,7.167
378,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2009,0,0
379,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2009,0.003,0.036
380,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2009,0,0
381,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2009,0,0
382,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2009,0.002,0.006
383,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2009,0,0
384,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2009,0,0
385,34,India,6,tepung ikan yang tidak baik dimakan manusia,2009,0,0
386,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2009,0,0
387,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2009,13463.773,8494.485
388,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2009,44084.965,26908.272
389,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2009,0,0
390,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2009,0,0
391,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2009,8051.647,4531.351
392,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2010,0.004,0.119
393,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
394,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2010,6,17.013
395,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
396,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
397,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
398,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2010,0.267,4.836
399,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
400,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
401,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
402,34,India,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
403,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
404,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2010,8892.956,6471.75
405,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2010,43196.138,28010.587
406,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
407,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2010,0,0
408,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2010,2972.454,1542.93
409,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2011,0.405,2.606
410,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
411,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
412,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
413,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2011,9.477,34.566
414,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
415,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2011,0.975,17.147
416,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2011,0.002,0.014
417,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
418,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
419,34,India,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
420,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
421,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2011,8489.156,7050.378
422,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2011,50939.959,35040.11
423,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
424,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2011,0,0
425,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2011,4024.712,2239.978
426,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
427,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
428,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
429,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
430,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2012,0.035,0.336
431,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
432,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
433,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
434,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
435,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
436,34,India,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
437,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
438,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2012,16604.02,14693.361
439,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2012,40065.552,30033.586
440,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
441,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2012,0,0
442,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2012,7724.078,4401.672
443,1,Jepang,7,ikan segar/beku,2000,2069.137,2134.367
444,2,Hongkong,7,ikan segar/beku,2000,61.747,59.541
445,3,Korea Selatan,7,ikan segar/beku,2000,4100.61,1764.597
446,4,Taiwan,7,ikan segar/beku,2000,3168.764,2072.643
447,5,Cina,7,ikan segar/beku,2000,5186.439,1839.8
448,6,Thailand,7,ikan segar/beku,2000,758.868,513.772
449,7,Singapura,7,ikan segar/beku,2000,131.48,227.603
450,9,Malaysia,7,ikan segar/beku,2000,958.767,362.718
451,32,Myanmar,7,ikan segar/beku,2000,10.141,46.668
452,33,Vietnam ,7,ikan segar/beku,2000,146.595,326.549
453,34,India,7,ikan segar/beku,2000,35.141,74.62
454,35,Pakistan,7,ikan segar/beku,2000,0,0
455,13,Australia,7,ikan segar/beku,2000,637.713,1134.113
456,14,Amerika Serikat,7,ikan segar/beku,2000,174.927,163.14
457,36,Chile,7,ikan segar/beku,2000,0,0
458,37,Peru,7,ikan segar/beku,2000,0,0
459,31,Negara lainnya,7,ikan segar/beku,2000,6307.509,4827.814
460,1,Jepang,7,ikan segar/beku,2001,1448.656,3010.477
461,2,Hongkong,7,ikan segar/beku,2001,36.439,51.805
462,3,Korea Selatan,7,ikan segar/beku,2001,1168.099,559.918
463,4,Taiwan,7,ikan segar/beku,2001,300.421,399.056
464,5,Cina,7,ikan segar/beku,2001,1993.562,811.981
465,6,Thailand,7,ikan segar/beku,2001,448.054,465.985
466,7,Singapura,7,ikan segar/beku,2001,277.307,340.665
467,9,Malaysia,7,ikan segar/beku,2001,1513.23,649.575
468,32,Myanmar,7,ikan segar/beku,2001,211.65,0
469,33,Vietnam ,7,ikan segar/beku,2001,133.821,31.895
470,34,India,7,ikan segar/beku,2001,690.74,73.941
471,35,Pakistan,7,ikan segar/beku,2001,0,0
472,13,Australia,7,ikan segar/beku,2001,819.241,1131.522
473,14,Amerika Serikat,7,ikan segar/beku,2001,988.436,401.102
474,36,Chile,7,ikan segar/beku,2001,0,0
475,37,Peru,7,ikan segar/beku,2001,0,0
476,31,Negara lainnya,7,ikan segar/beku,2001,2528.561,2781.82
477,1,Jepang,7,ikan segar/beku,2002,388.493,1457.514
478,2,Hongkong,7,ikan segar/beku,2002,1.7,6.052
479,3,Korea Selatan,7,ikan segar/beku,2002,1028.953,459.41
480,4,Taiwan,7,ikan segar/beku,2002,988.43,697.365
481,5,Cina,7,ikan segar/beku,2002,7644.128,2872.021
482,6,Thailand,7,ikan segar/beku,2002,39.817,69.758
483,7,Singapura,7,ikan segar/beku,2002,260.424,389.29
484,9,Malaysia,7,ikan segar/beku,2002,1859.462,984.893
485,32,Myanmar,7,ikan segar/beku,2002,0.252,0.911
486,33,Vietnam ,7,ikan segar/beku,2002,94.519,120.492
487,34,India,7,ikan segar/beku,2002,0,0
488,35,Pakistan,7,ikan segar/beku,2002,24,8.4
489,13,Australia,7,ikan segar/beku,2002,369.301,651.155
490,14,Amerika Serikat,7,ikan segar/beku,2002,1133.203,511.471
491,36,Chile,7,ikan segar/beku,2002,15.479,34.871
492,37,Peru,7,ikan segar/beku,2002,0.932,5.007
493,31,Negara lainnya,7,ikan segar/beku,2002,2356.459,2421.572
494,1,Jepang,7,ikan segar/beku,2003,579.714,1860.074
495,2,Hongkong,7,ikan segar/beku,2003,86.875,73.379
496,3,Korea Selatan,7,ikan segar/beku,2003,241.857,93.873
497,4,Taiwan,7,ikan segar/beku,2003,2270.555,1608.653
498,5,Cina,7,ikan segar/beku,2003,4581.928,1640.84
499,6,Thailand,7,ikan segar/beku,2003,673.381,230.473
500,7,Singapura,7,ikan segar/beku,2003,211.095,309.236
501,9,Malaysia,7,ikan segar/beku,2003,2576.349,1271.671
502,32,Myanmar,7,ikan segar/beku,2003,14.985,9.035
503,33,Vietnam ,7,ikan segar/beku,2003,210.659,120.851
504,34,India,7,ikan segar/beku,2003,9.51,9.67
505,35,Pakistan,7,ikan segar/beku,2003,715.002,250.31
506,13,Australia,7,ikan segar/beku,2003,489.536,829.533
507,14,Amerika Serikat,7,ikan segar/beku,2003,359.888,237.906
508,36,Chile,7,ikan segar/beku,2003,7.447,25.245
509,37,Peru,7,ikan segar/beku,2003,0.574,5.357
510,31,Negara lainnya,7,ikan segar/beku,2003,3046.211,2895.903
511,1,Jepang,7,ikan segar/beku,2004,842.009,3000.511
512,2,Hongkong,7,ikan segar/beku,2004,271.001,159.992
513,3,Korea Selatan,7,ikan segar/beku,2004,214.611,104.33
514,4,Taiwan,7,ikan segar/beku,2004,2007.781,1908.688
515,5,Cina,7,ikan segar/beku,2004,7870.378,3364.713
516,6,Thailand,7,ikan segar/beku,2004,587.564,275.65
517,7,Singapura,7,ikan segar/beku,2004,690.19,1006.062
518,9,Malaysia,7,ikan segar/beku,2004,2717.335,1217.898
519,32,Myanmar,7,ikan segar/beku,2004,518.396,252.291
520,33,Vietnam ,7,ikan segar/beku,2004,130.841,54.205
521,34,India,7,ikan segar/beku,2004,70.944,53.144
522,35,Pakistan,7,ikan segar/beku,2004,2258.366,792.456
523,13,Australia,7,ikan segar/beku,2004,614.565,1704.124
524,14,Amerika Serikat,7,ikan segar/beku,2004,494.676,373.895
525,36,Chile,7,ikan segar/beku,2004,63.651,165.628
526,37,Peru,7,ikan segar/beku,2004,0.011,0.754
527,31,Negara lainnya,7,ikan segar/beku,2004,3275.561,4183.867
528,1,Jepang,7,ikan segar/beku,2005,3750.144,2915.874
529,2,Hongkong,7,ikan segar/beku,2005,45.887,134.888
530,3,Korea Selatan,7,ikan segar/beku,2005,555.579,282.307
531,4,Taiwan,7,ikan segar/beku,2005,765.437,482.809
532,5,Cina,7,ikan segar/beku,2005,2664.297,1388.443
533,6,Thailand,7,ikan segar/beku,2005,634.884,305.411
534,7,Singapura,7,ikan segar/beku,2005,1914.983,3202.027
535,9,Malaysia,7,ikan segar/beku,2005,4070.269,1546.889
536,32,Myanmar,7,ikan segar/beku,2005,280.567,195.569
537,33,Vietnam ,7,ikan segar/beku,2005,504.685,469.626
538,34,India,7,ikan segar/beku,2005,76.263,338.699
539,35,Pakistan,7,ikan segar/beku,2005,1010.81,335.981
540,13,Australia,7,ikan segar/beku,2005,332.756,897.069
541,14,Amerika Serikat,7,ikan segar/beku,2005,1032.306,534.365
542,36,Chile,7,ikan segar/beku,2005,110.848,261.567
543,37,Peru,7,ikan segar/beku,2005,0.59,7.182
544,31,Negara lainnya,7,ikan segar/beku,2005,1208.178,3461.35
545,1,Jepang,7,ikan segar/beku,2006,7326.276,4166.293
546,2,Hongkong,7,ikan segar/beku,2006,6.492,16.03
547,3,Korea Selatan,7,ikan segar/beku,2006,365.562,424.092
548,4,Taiwan,7,ikan segar/beku,2006,618.312,626.709
549,5,Cina,7,ikan segar/beku,2006,18520.173,7828.017
550,6,Thailand,7,ikan segar/beku,2006,218.768,111.997
551,7,Singapura,7,ikan segar/beku,2006,606.37,738.324
552,9,Malaysia,7,ikan segar/beku,2006,2993.2,1279.523
553,32,Myanmar,7,ikan segar/beku,2006,517.011,365.019
554,33,Vietnam ,7,ikan segar/beku,2006,520.178,479.748
555,34,India,7,ikan segar/beku,2006,79.975,52.294
556,35,Pakistan,7,ikan segar/beku,2006,1158.94,472.988
557,13,Australia,7,ikan segar/beku,2006,109.379,266.957
558,14,Amerika Serikat,7,ikan segar/beku,2006,749.504,452.904
559,36,Chile,7,ikan segar/beku,2006,212.218,672.515
560,37,Peru,7,ikan segar/beku,2006,0.491,6.014
561,31,Negara lainnya,7,ikan segar/beku,2006,2389.855,5656.482
562,1,Jepang,7,ikan segar/beku,2007,4798.179,4044.308
563,2,Hongkong,7,ikan segar/beku,2007,2.674,17.283
564,3,Korea Selatan,7,ikan segar/beku,2007,618.167,375.221
565,4,Taiwan,7,ikan segar/beku,2007,580.033,766.616
566,5,Cina,7,ikan segar/beku,2007,9042.511,4170.936
567,6,Thailand,7,ikan segar/beku,2007,1115.156,699.544
568,7,Singapura,7,ikan segar/beku,2007,151.351,274.307
569,9,Malaysia,7,ikan segar/beku,2007,11058.85,4438.484
570,32,Myanmar,7,ikan segar/beku,2007,830.372,977.831
571,33,Vietnam ,7,ikan segar/beku,2007,1109.151,1195.277
572,34,India,7,ikan segar/beku,2007,1540.82,722.26
573,35,Pakistan,7,ikan segar/beku,2007,9233.791,4653.804
574,13,Australia,7,ikan segar/beku,2007,267.142,835.28
575,14,Amerika Serikat,7,ikan segar/beku,2007,810.716,845.374
576,36,Chile,7,ikan segar/beku,2007,144.554,578.217
577,37,Peru,7,ikan segar/beku,2007,0.03,1.671
578,31,Negara lainnya,7,ikan segar/beku,2007,1587.822,2979.711
579,1,Jepang,7,ikan segar/beku,2008,16867.123,22125.716
580,2,Hongkong,7,ikan segar/beku,2008,0,0
581,3,Korea Selatan,7,ikan segar/beku,2008,2172.451,1294.248
582,4,Taiwan,7,ikan segar/beku,2008,3001.285,2325.767
583,5,Cina,7,ikan segar/beku,2008,28974.712,18620.791
584,6,Thailand,7,ikan segar/beku,2008,748.741,534.264
585,7,Singapura,7,ikan segar/beku,2008,365.629,287.151
586,9,Malaysia,7,ikan segar/beku,2008,18169.234,8775.067
587,32,Myanmar,7,ikan segar/beku,2008,355.586,886.915
588,33,Vietnam ,7,ikan segar/beku,2008,2138.66,2777.553
589,34,India,7,ikan segar/beku,2008,314.553,314.553
590,35,Pakistan,7,ikan segar/beku,2008,9010.025,5363.863
591,13,Australia,7,ikan segar/beku,2008,294.754,1201.301
592,14,Amerika Serikat,7,ikan segar/beku,2008,810.373,703.746
593,36,Chile,7,ikan segar/beku,2008,94.843,400.211
594,37,Peru,7,ikan segar/beku,2008,0,0
595,31,Negara lainnya,7,ikan segar/beku,2008,3237.888,4779.116
596,1,Jepang,7,ikan segar/beku,2009,9337.019,9887.229
597,2,Hongkong,7,ikan segar/beku,2009,0,0
598,3,Korea Selatan,7,ikan segar/beku,2009,8452.944,5684.367
599,4,Taiwan,7,ikan segar/beku,2009,2528.796,2426.827
600,5,Cina,7,ikan segar/beku,2009,84195.825,56887.265
601,6,Thailand,7,ikan segar/beku,2009,4178.769,4348.284
602,7,Singapura,7,ikan segar/beku,2009,797.633,1275.139
603,9,Malaysia,7,ikan segar/beku,2009,9686.01,6756.597
604,32,Myanmar,7,ikan segar/beku,2009,301.185,181.615
605,33,Vietnam ,7,ikan segar/beku,2009,3519.775,4186.63
606,34,India,7,ikan segar/beku,2009,1153.54,901.374
607,35,Pakistan,7,ikan segar/beku,2009,3272.813,2099.927
608,13,Australia,7,ikan segar/beku,2009,129.086,543.942
609,14,Amerika Serikat,7,ikan segar/beku,2009,430.577,1074.101
610,36,Chile,7,ikan segar/beku,2009,64.993,409.45
611,37,Peru,7,ikan segar/beku,2009,0,0
612,31,Negara lainnya,7,ikan segar/beku,2009,1965.01,5965.951
613,1,Jepang,7,ikan segar/beku,2010,18624.841,17599.207
614,2,Hongkong,7,ikan segar/beku,2010,5.145,4.116
615,3,Korea Selatan,7,ikan segar/beku,2010,1087.893,1038.259
616,4,Taiwan,7,ikan segar/beku,2010,6702.221,7375.254
617,5,Cina,7,ikan segar/beku,2010,109507.829,76717.57
618,6,Thailand,7,ikan segar/beku,2010,8061.841,9706.013
619,7,Singapura,7,ikan segar/beku,2010,891.869,1806.278
620,9,Malaysia,7,ikan segar/beku,2010,16947.394,14029.155
621,32,Myanmar,7,ikan segar/beku,2010,0,0
622,33,Vietnam ,7,ikan segar/beku,2010,3377.302,5928.441
623,34,India,7,ikan segar/beku,2010,3694.128,2882.878
624,35,Pakistan,7,ikan segar/beku,2010,4183.383,2972.053
625,13,Australia,7,ikan segar/beku,2010,246.324,1059.977
626,14,Amerika Serikat,7,ikan segar/beku,2010,388.455,1148.381
627,36,Chile,7,ikan segar/beku,2010,22.5,174.375
628,37,Peru,7,ikan segar/beku,2010,0,0
629,31,Negara lainnya,7,ikan segar/beku,2010,3025.717,7189.74
630,1,Jepang,7,ikan segar/beku,2011,16396.588,23571.845
631,2,Hongkong,7,ikan segar/beku,2011,1.334,8.724
632,3,Korea Selatan,7,ikan segar/beku,2011,1164.663,1196.641
633,4,Taiwan,7,ikan segar/beku,2011,3353.129,3741.676
634,5,Cina,7,ikan segar/beku,2011,149139.401,100617.529
635,6,Thailand,7,ikan segar/beku,2011,3512.805,6793.383
636,7,Singapura,7,ikan segar/beku,2011,288.032,983.304
637,9,Malaysia,7,ikan segar/beku,2011,11470.358,9371.135
638,32,Myanmar,7,ikan segar/beku,2011,0,0
639,33,Vietnam ,7,ikan segar/beku,2011,2222.948,4099.607
640,34,India,7,ikan segar/beku,2011,10393.794,6430.089
641,35,Pakistan,7,ikan segar/beku,2011,9306.911,6251.641
642,13,Australia,7,ikan segar/beku,2011,125.43,481.668
643,14,Amerika Serikat,7,ikan segar/beku,2011,546.699,3133.017
644,36,Chile,7,ikan segar/beku,2011,198.827,1452.104
645,37,Peru,7,ikan segar/beku,2011,0,0
646,31,Negara lainnya,7,ikan segar/beku,2011,5444.92,10659.146
647,1,Jepang,7,ikan segar/beku,2012,8587.357,14584.053
648,2,Hongkong,7,ikan segar/beku,2012,0,0
649,3,Korea Selatan,7,ikan segar/beku,2012,659.724,634.53
650,4,Taiwan,7,ikan segar/beku,2012,1397.263,4295.802
651,5,Cina,7,ikan segar/beku,2012,82309.715,58394.862
652,6,Thailand,7,ikan segar/beku,2012,699.588,1399.554
653,7,Singapura,7,ikan segar/beku,2012,83.056,570.35
654,9,Malaysia,7,ikan segar/beku,2012,8891.812,7605.327
655,32,Myanmar,7,ikan segar/beku,2012,0,0
656,33,Vietnam ,7,ikan segar/beku,2012,172.075,246.509
657,34,India,7,ikan segar/beku,2012,17904.835,10251.049
658,35,Pakistan,7,ikan segar/beku,2012,10071.995,6286.994
659,13,Australia,7,ikan segar/beku,2012,377.164,1399.224
660,14,Amerika Serikat,7,ikan segar/beku,2012,147.744,933.421
661,36,Chile,7,ikan segar/beku,2012,273.625,1585.865
662,37,Peru,7,ikan segar/beku,2012,0,0
663,31,Negara lainnya,7,ikan segar/beku,2012,7964.512,19191.462
749,1,Jepang,5,lainnya - others,2005,1396.507,2311.204
750,2,Hongkong,5,lainnya - others,2005,1177.488,1038.931
751,3,Korea Selatan,5,lainnya - others,2005,1442.429,1031.568
752,4,Taiwan,5,lainnya - others,2005,4602.099,2350.656
753,5,Cina,5,lainnya - others,2005,3666.27,4442.917
754,6,Thailand,5,lainnya - others,2005,6796.859,5987.823
755,7,Singapura,5,lainnya - others,2005,7526.499,5746.491
756,9,Malaysia,5,lainnya - others,2005,4627.17,6381.954
757,32,Myanmar,5,lainnya - others,2005,290.921,701.014
758,33,Vietnam ,5,lainnya - others,2005,406.547,250.991
759,34,India,5,lainnya - others,2005,742.446,663.28
760,35,Pakistan,5,lainnya - others,2005,229.34,68.412
761,13,Australia,5,lainnya - others,2005,1041.179,476.848
762,14,Amerika Serikat,5,lainnya - others,2005,2072.666,5681.653
763,36,Chile,5,lainnya - others,2005,5000.989,3874.362
764,37,Peru,5,lainnya - others,2005,284.58,216.944
765,31,Negara lainnya,5,lainnya - others,2005,7957.839,14022.178
766,1,Jepang,5,lainnya - others,2006,1275.598,2479.714
767,2,Hongkong,5,lainnya - others,2006,862.169,1014.265
768,3,Korea Selatan,5,lainnya - others,2006,1327.341,1150.169
769,4,Taiwan,5,lainnya - others,2006,2751.273,1490.115
770,5,Cina,5,lainnya - others,2006,3479.541,4348.63
771,6,Thailand,5,lainnya - others,2006,17397.496,10742.936
772,7,Singapura,5,lainnya - others,2006,3942.057,5329.835
773,9,Malaysia,5,lainnya - others,2006,6451.479,8761.345
774,32,Myanmar,5,lainnya - others,2006,213.36,103.786
775,33,Vietnam ,5,lainnya - others,2006,394.621,1087.29
776,34,India,5,lainnya - others,2006,226.209,295.282
777,35,Pakistan,5,lainnya - others,2006,0.375,0.26
778,13,Australia,5,lainnya - others,2006,1941.055,5318.977
779,14,Amerika Serikat,5,lainnya - others,2006,1511.477,4961.219
780,36,Chile,5,lainnya - others,2006,7913.78,6718.72
781,37,Peru,5,lainnya - others,2006,1351.328,1225.584
782,31,Negara lainnya,5,lainnya - others,2006,7956.462,10549.094
783,1,Jepang,5,lainnya - others,2007,1278.533,2776.109
784,2,Hongkong,5,lainnya - others,2007,634.437,700.75
785,3,Korea Selatan,5,lainnya - others,2007,1497.027,1270.936
786,4,Taiwan,5,lainnya - others,2007,4060.322,2285.947
787,5,Cina,5,lainnya - others,2007,3811.679,5534.575
788,6,Thailand,5,lainnya - others,2007,11340.066,8925.112
789,7,Singapura,5,lainnya - others,2007,3821.66,5483.592
790,9,Malaysia,5,lainnya - others,2007,8617.272,11240.205
791,32,Myanmar,5,lainnya - others,2007,750.025,529.142
792,33,Vietnam ,5,lainnya - others,2007,878.108,811.483
793,34,India,5,lainnya - others,2007,167.71,769.29
794,35,Pakistan,5,lainnya - others,2007,727.758,1446.297
795,13,Australia,5,lainnya - others,2007,863.812,5308.138
796,14,Amerika Serikat,5,lainnya - others,2007,1584.807,7592.117
797,36,Chile,5,lainnya - others,2007,1183.195,1345.209
798,37,Peru,5,lainnya - others,2007,422.72,397.132
799,31,Negara lainnya,5,lainnya - others,2007,5011.896,8834.456
800,1,Jepang,5,lainnya - others,2008,3854.54,6357.628
801,2,Hongkong,5,lainnya - others,2008,708.275,820.315
802,3,Korea Selatan,5,lainnya - others,2008,14365.273,11714.778
803,4,Taiwan,5,lainnya - others,2008,3877.674,2765.262
804,5,Cina,5,lainnya - others,2008,5921.738,10145.778
805,6,Thailand,5,lainnya - others,2008,16926.355,13034.272
806,7,Singapura,5,lainnya - others,2008,4823.925,7827.72
807,9,Malaysia,5,lainnya - others,2008,14937.578,18703.587
808,32,Myanmar,5,lainnya - others,2008,1682.307,1358.328
809,33,Vietnam ,5,lainnya - others,2008,1886.27,1611.056
810,34,India,5,lainnya - others,2008,2625.309,3019.013
811,35,Pakistan,5,lainnya - others,2008,560.087,1767.987
812,13,Australia,5,lainnya - others,2008,378.871,4768.515
813,14,Amerika Serikat,5,lainnya - others,2008,1602.98,6468.691
814,36,Chile,5,lainnya - others,2008,6889.73,6969.884
815,37,Peru,5,lainnya - others,2008,30426.629,32066.608
816,31,Negara lainnya,5,lainnya - others,2008,13881.941,23485.617
817,1,Jepang,5,lainnya - others,2009,4631.734,8042.867
818,2,Hongkong,5,lainnya - others,2009,390.13,1013.378
819,3,Korea Selatan,5,lainnya - others,2009,16613.057,13178.836
820,4,Taiwan,5,lainnya - others,2009,6543.225,4408.357
821,5,Cina,5,lainnya - others,2009,4922.602,9344.358
822,6,Thailand,5,lainnya - others,2009,19366.097,14828.394
823,7,Singapura,5,lainnya - others,2009,2878.157,5065.085
824,9,Malaysia,5,lainnya - others,2009,9385.662,15464.514
825,32,Myanmar,5,lainnya - others,2009,1965.097,1425.352
826,33,Vietnam ,5,lainnya - others,2009,7583.12,7531.504
827,34,India,5,lainnya - others,2009,1425.129,1789.436
828,35,Pakistan,5,lainnya - others,2009,154.538,355.806
829,13,Australia,5,lainnya - others,2009,136.719,2146.714
830,14,Amerika Serikat,5,lainnya - others,2009,2767.143,8137.538
831,36,Chile,5,lainnya - others,2009,9556.854,9562.716
832,37,Peru,5,lainnya - others,2009,26914.818,25898.065
833,31,Negara lainnya,5,lainnya - others,2009,21044.134,29494.945
834,1,Jepang,5,lainnya - others,2010,1928.809,4343.42
835,2,Hongkong,5,lainnya - others,2010,242.492,1167.158
836,3,Korea Selatan,5,lainnya - others,2010,20120.136,16193.477
837,4,Taiwan,5,lainnya - others,2010,3465.097,2340.937
838,5,Cina,5,lainnya - others,2010,6501.198,14702.664
839,6,Thailand,5,lainnya - others,2010,33829.911,31024.506
840,7,Singapura,5,lainnya - others,2010,3138.173,5510.461
841,9,Malaysia,5,lainnya - others,2010,10455.317,20579.624
842,32,Myanmar,5,lainnya - others,2010,1889.887,1978.057
843,33,Vietnam ,5,lainnya - others,2010,14371.277,17267.23
844,34,India,5,lainnya - others,2010,2926.311,5497.857
845,35,Pakistan,5,lainnya - others,2010,1133.031,1597.309
846,13,Australia,5,lainnya - others,2010,232.845,4269.49
847,14,Amerika Serikat,5,lainnya - others,2010,3090.744,9422.137
848,36,Chile,5,lainnya - others,2010,4000.808,6850.301
849,37,Peru,5,lainnya - others,2010,16694.666,25764.806
850,31,Negara lainnya,5,lainnya - others,2010,13426.891,37626.343
851,1,Jepang,5,lainnya - others,2011,2802.236,6875.281
852,2,Hongkong,5,lainnya - others,2011,300.372,853.707
853,3,Korea Selatan,5,lainnya - others,2011,25758.096,22067.017
854,4,Taiwan,5,lainnya - others,2011,1435.587,1082.244
855,5,Cina,5,lainnya - others,2011,6506.352,16023.817
856,6,Thailand,5,lainnya - others,2011,21058.829,24398.031
857,7,Singapura,5,lainnya - others,2011,3682.139,6590.341
858,9,Malaysia,5,lainnya - others,2011,7716.259,19526.314
859,32,Myanmar,5,lainnya - others,2011,1128.693,974.333
860,33,Vietnam ,5,lainnya - others,2011,14330.48,16229.949
861,34,India,5,lainnya - others,2011,3409.399,9433.497
862,35,Pakistan,5,lainnya - others,2011,7202.955,7120.119
863,13,Australia,5,lainnya - others,2011,654.672,2919.299
864,14,Amerika Serikat,5,lainnya - others,2011,6558.119,20665.913
